"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"00BC44A9/124/0";"The document security settings do not allow attaching the report.";"该文档的安全设置不允许附加报告。";;
"00BC44A9/125/0";"Don&apos;t ask me again and always replace existing attached report";"不再询问我并总是替换已存在的附加报告";;
"00BC44A9/126/0";"This document already has an attached report. Do you want replace it?";"该文档已经包含了一份附加的报告。您是否想要进行替换它？";;
"00BC44A9/127/0";"Attributes";"属性";;
"00BC44A9/128/0";"Attribute Objects";"属性对象";;
"00BC44A9/129/0";"Attribute";"属性";;
"00BC44A9/130/0";"Do &amp;not show this message again";"不再显示该消息(&amp;N)";;
"00BC44A9/131/0";"This document is already tagged. Would you like to re-tag the document?";"该文档已经添加标签。您是否想要重新添加标签到文档中？";;
"00BC44A9/132/0";"Autotagging on page %d";"正在第%d页上添加标签";;
"00BC44A9/133/0";"Autotag";"自动标签";;
"00BC44A9/134/0";"Back to top";"返回顶部";;
"00BC44A9/135/0";"Do you really want to leave the alternate text blank?";"您是否想要将替代文本留白？";;
"00BC44A9/136/0";"Border color";"边框颜色";;
"00BC44A9/137/0";"Collapse all expanded tags to top-level";"折叠全部标签至最高级";;
"00BC44A9/138/0";"Expand all top-level tags";"展开全部最高级标签";;
"00BC44A9/139/0";"Cancel";"取消";;
"00BC44A9/140/0";"Cannot find the selection in the Content Panel.";"在内容面板中无法找到选定内容。";;
"00BC44A9/141/0";"Cannot find the selection in the Tags Panel.";"在标签面板中无法找到选定内容。";;
"00BC44A9/142/0";"Document\\nPage Content\\nForms, Tables and Lists\\nAlternate Text and Headings";"文档\\n页面内容\\n表单，表格和列表\\n替代文本和标题";;
"00BC44A9/143/0";"Check Box";"复选框";;
"00BC44A9/144/0";"At least one checking option must be selected.";"至少选择一项检查选项。";;
"00BC44A9/145/0";"Alternate Text";"替代文本";;
"00BC44A9/146/0";"Figures alternate text";"插图替代文本";;
"00BC44A9/147/0";"Nested alternate text";"嵌套替代文本";;
"00BC44A9/148/0";"Associated with content";"与内容相关联";;
"00BC44A9/149/0";"Hides annotation";"隐藏标注";;
"00BC44A9/150/0";"Other elements alternate text";"其它元素的替代文本";;
"00BC44A9/151/0";"Select Output Location for Accessibility Report";"选择辅助功能报告的输出位置";;
"00BC44A9/152/0";"Document";"文档";;
"00BC44A9/153/0";"Accessibility permission flag";"辅助功能权限标志位";;
"00BC44A9/154/0";"Image-only PDF";"仅含图像的PDF";;
"00BC44A9/155/0";"Tagged PDF";"加标签的PDF";;
"00BC44A9/156/0";"Logical Reading Order";"逻辑阅读顺序";;
"00BC44A9/157/0";"Primary language";"主要语言";;
"00BC44A9/158/0";"Title";"标题";;
"00BC44A9/159/0";"Bookmarks";"书签";;
"00BC44A9/160/0";"Color contrast";"颜色对比度";;
"00BC44A9/161/0";" - Failed";" - 失败";;
"00BC44A9/560/0";"Successful";"成功";;
"00BC44A9/162/0";"Forms";"表单";;
"00BC44A9/163/0";"Tagged form fields";"加标签的表单域";;
"00BC44A9/164/0";"Field descriptions";"域说明";;
"00BC44A9/165/0";"Headings";"标题";;
"00BC44A9/166/0";"Appropriate nesting";"适当的嵌套";;
"00BC44A9/167/0";"Invalid page range specified.";"所选择的页面范围不合法。";;
"00BC44A9/168/0";"issue/issues";"个问题/个问题";;
"00BC44A9/169/0";"Lists";"列表";;
"00BC44A9/170/0";"List items";"列表条目";;
"00BC44A9/171/0";" - Needs manual check";" - 需要手动检查";;
"00BC44A9/172/0";" - Failed manually";" - 手动执行失败";;
"00BC44A9/173/0";" - Passed manually";" - 手动执行成功";;
"00BC44A9/174/0";"Page Content";"页面内容";;
"00BC44A9/175/0";"Tagged content";"加标签的内容";;
"00BC44A9/176/0";"Tagged annotations";"加标签的标注";;
"00BC44A9/177/0";"Tab order";"标签顺序";;
"00BC44A9/178/0";"Character encoding";"字符编码";;
"00BC44A9/179/0";"Tagged multimedia";"加标签的多媒体";;
"00BC44A9/180/0";"Screen flicker";"屏幕闪烁";;
"00BC44A9/181/0";"Scripts";"脚本";;
"00BC44A9/182/0";"Navigation links";"导航链接";;
"00BC44A9/183/0";"View the Accessibility Checker results and fix errors";"查看辅助功能检查结果并修复错误";;
"00BC44A9/184/0";" - Passed";" - 通过";;
"00BC44A9/561/0";"Repair Failed";"修复失败";;
"00BC44A9/562/0";"Repair Successful";"修复成功";;
"00BC44A9/185/0";" - Skipped";" - 跳过";;
"00BC44A9/186/0";"Rows";"行";;
"00BC44A9/187/0";"TH and TD";"TH和TD";;
"00BC44A9/188/0";"Headers";"表头";;
"00BC44A9/189/0";"Regularity";"常规性";;
"00BC44A9/190/0";"Summary";"摘要";;
"00BC44A9/563/0";"Needs check";"需要检查";;
"00BC44A9/191/0";"Checking";"正在检查";;
"00BC44A9/192/0";"Accessibility Checker Options";"辅助功能检查选项";;
"00BC44A9/193/0";"Checking Options (%d of %d in all categories)";"检查选项(所有类别中的 %d/%d )";;
"00BC44A9/194/0";"The checker found problems which may prevent the document from being fully accessible.";"检查器发现了可能妨碍文档完全访问的问题。";;
"00BC44A9/195/0";"The checker found no problems in this document.";"检查器未发现该文档存在任何问题。";;
"00BC44A9/564/0";"The checker found problems which may prevent the document from complying with PDF/UA-1 standard and attempted to fix them.";"检查器发现了可能妨碍文档符合PDF/UA-1标准的问题，并尝试修复这些问题。";;
"00BC44A9/565/0";"Check Results";"检查结果";;
"00BC44A9/196/0";"%ls to check.";"%ls进行检查。";;
"00BC44A9/197/0";"&amp;Check Again";"重新检查(&amp;C)";;
"00BC44A9/198/0";"&amp;Explain";"说明(&amp;E)";;
"00BC44A9/199/0";"Fa&amp;il";"失败(&amp;I)";;
"00BC44A9/200/0";"&amp;Fix";"修复(&amp;F)";;
"00BC44A9/201/0";"&amp;Pass";"通过(&amp;P)";;
"00BC44A9/202/0";"Sho&amp;w in Content Panel";"在“内容”面板中显示(&amp;W)";;
"00BC44A9/203/0";"Show in Ta&amp;gs Panel";"在“标签”面板中显示(&amp;G)";;
"00BC44A9/204/0";"Show &amp;Report";"显示报告(&amp;R)";;
"00BC44A9/205/0";"&amp;Skip Rule";"跳过规则(&amp;S)";;
"00BC44A9/206/0";"Accessibility Chec&amp;k";"辅助功能检查(&amp;K)";;
"00BC44A9/207/0";"Accessibility Check";"辅助功能检查";;
"00BC44A9/208/0";"Full Check";"完整检查";;
"00BC44A9/209/0";"Please check to show accessibility checker options from Preferences &gt; Accessibility to set valid page range. ";"请从“偏好设置-&gt;辅助功能”位置勾选显示辅助功能检查选项以便设置合法的页面范围。 ";;
"00BC44A9/210/0";"Lbl and LBody";"Lbl和LBody";;
"00BC44A9/211/0";"Timed responses";"响应时间";;
"00BC44A9/212/0";"Choice Field";"选中域";;
"00BC44A9/213/0";"Choos&amp;e...";"选择(&amp;E)...";;
"00BC44A9/214/0";"Class Map";"类映射";;
"00BC44A9/215/0";"Attribute Object";"属性对象";;
"00BC44A9/216/0";"Class";"类";;
"00BC44A9/217/0";"Changes to a class affects all elements referencing the class.";"对类的更改会影响引用该类的所有元素。";;
"00BC44A9/218/0";"New Class";"新类";;
"00BC44A9/219/0";"New Class Name:";"新类的名称：";;
"00BC44A9/220/0";"Document Classes";"文档类";;
"00BC44A9/221/0";"Attribute Classes";"属性类";;
"00BC44A9/222/0";"Class names must contain text and be less than 128 characters long. ";"类名必须包含文本，且长度小于128个字符。";;
"00BC44A9/223/0";"Clearing page structure";"正在清除页面结构";;
"00BC44A9/224/0";"Clea&amp;r All";"全部清除(&amp;R)";;
"00BC44A9/225/0";"Color Options";"颜色选项";;
"00BC44A9/226/0";"Black &amp; White|sGray|sRGB IEC61966-2.1|U.S. Web Coated (SWOP) v2";"Black&amp;White|sGray|sRGB IEC61966-2.1|U.S. Web Coated (SWOP) v2";;
"00BC44A9/227/0";"Perceptual|Relative Colorimetric|Saturation|Absolute Colorimetric";"视感|相对比色|饱和度|纯对比色";;
"00BC44A9/228/0";"&amp;Column Span:";"列跨距(&amp;C)：";;
"00BC44A9/229/0";"Container&lt;%ls&gt;";"容器&lt;%ls&gt;";;
"00BC44A9/230/0";"Audit Space &amp;Usage...";"审计空间使用(&amp;U)...";;
"00BC44A9/231/0";"Create A&amp;rtifact...";"创建伪像(&amp;R)...";;
"00BC44A9/232/0";"&amp;Delete";"删除(&amp;D)";;
"00BC44A9/233/0";"Edit D&amp;ocument Catalog...";"编辑文档目录(&amp;O)...";;
"00BC44A9/234/0";"Edit Container D&amp;ictionary...";"编辑容器字典(&amp;I)...";;
"00BC44A9/235/0";"Edit Pa&amp;ge Dictionary...";"编辑页面字典(&amp;G)...";;
"00BC44A9/236/0";"Find &amp;Content from selection";"从选定部分查找内容(&amp;C)";;
"00BC44A9/237/0";"&amp;New Container...";"新容器(&amp;N)...";;
"00BC44A9/238/0";"&amp;Properties...";"属性(&amp;P)...";;
"00BC44A9/239/0";"&amp;Remove Artifact";"移除项目(&amp;R)";;
"00BC44A9/240/0";"Sa&amp;ve Selection As";"将所选内容另存为(&amp;V)";;
"00BC44A9/241/0";"Sho&amp;w Metadata...";"显示元数据(&amp;W)...";;
"00BC44A9/242/0";"View Container Dictionary...";"查看容器字典...";;
"00BC44A9/243/0";"&amp;Content";"内容(&amp;C)";;
"00BC44A9/244/0";"PDF Files (*.pdf)|*.PDF|";"PDF文件(*.pdf)|*.PDF|";;
"00BC44A9/245/0";"Content";"内容";;
"00BC44A9/246/0";"Content: View and edit page content information";"内容：查看并编辑页面内容信息";;
"00BC44A9/559/0";"The document contains a non-standard type of Annotation object and needs to be removed before the document can be fixed.";"文档中包含不符合标准的标注对象，需要移除后才能修复文档。";;
"00BC44A9/558/0";"The encryption policy of the document does not comply with the PDF/UA-1 standard and needs to be removed before the document can be fixed.";"文档的加密策略不符合PDF/UA-1标准，需要删除加密策略才能修复文档。";;
"00BC44A9/247/0";"Create accessi&amp;bility report";"创建辅助功能报告(&amp;B)";;
"00BC44A9/248/0";"Report created by";"报告创建者";;
"00BC44A9/249/0";"&amp;Data Cell";"数据单元(&amp;D)";;
"00BC44A9/250/0";"Data cell color";"数据单元格颜色";;
"00BC44A9/251/0";"Default Alternate Text";"默认的替代文本";;
"00BC44A9/252/0";"Do you really want to delete all the current page structures?";"您是否真的想要删除当前所有的页面结构？";;
"00BC44A9/662/0";"Do you really want to delete the selected Associated Files?";"您确实要删除选定的关联文件吗？";;
"00BC44A9/253/0";"Do you really want to delete the following entry?";"您真的想要删除如下项？";;
"00BC44A9/254/0";"Description";"说明";;
"00BC44A9/255/0";"Detailed Report";"详细报告";;
"00BC44A9/256/0";"Container Dictionary Editor";"容器字典编辑器";;
"00BC44A9/257/0";"Page Dictionary Editor";"页面字典编辑器";;
"00BC44A9/258/0";"Document Catalog Editor";"文档目录编辑器";;
"00BC44A9/259/0";"Container Dictionary";"容器字典";;
"00BC44A9/260/0";"Document Catalog";"文档目录";;
"00BC44A9/261/0";"Page Dictionary";"页面字典";;
"00BC44A9/262/0";"You can damage a PDF by editing content objects, make sure that you&apos;re familiar with PDF structure before you change anything.";"您可能会通过编辑内容对象破坏PDF文档，请在您做更改之前确认您熟知PDF结构。";;
"00BC44A9/263/0";"_Stream Data_";"_Stream Data_";;
"00BC44A9/264/0";"Accessibility permission flag is set";"辅助功能权限标志位被设置";;
"00BC44A9/265/0";"Document is not image-only PDF";"文档不是仅包含图像的PDF";;
"00BC44A9/266/0";"Document is tagged PDF";"文档是添加过标签的PDF";;
"00BC44A9/267/0";"Document structure provides a logical reading order";"文档结构提供了逻辑阅读顺序";;
"00BC44A9/268/0";"Text language is specified";"文本语言已指定";;
"00BC44A9/269/0";"Document title is showing in title bar";"文档标题被显示在标题栏中";;
"00BC44A9/270/0";"Bookmarks are present in large documents";"书签存在于大文档中";;
"00BC44A9/271/0";"Document has appropriate color contrast";"文档有恰当的颜色对比度";;
"00BC44A9/272/0";"Don&apos;t show this message again";"不再显示该消息";;
"00BC44A9/273/0";"Don&apos;t &amp;Add Form Field Text";"不添加表单域文本(&amp;A)";;
"00BC44A9/554/0";"&amp;Don&apos;t show again";"不再显示(&amp;D)";;
"00BC44A9/274/0";"&amp;Don&apos;t show this message again";"不再显示该消息(&amp;D)";;
"00BC44A9/275/0";"Figure";"插图";;
"00BC44A9/276/0";"You have entered a duplicate class. Please enter a unique identifier.";"您输入了一个重复的类名。请输入一个唯一标识符。";;
"00BC44A9/277/0";"The PDF class name you entered already exists. Please choose a different name.";"您所输入的PDF类名已经存在了。请选择一个其他名称。";;
"00BC44A9/278/0";"You have entered a duplicate role. Please enter a unique identifier.";"您输入了一个重复的角色。请输入一个唯一标识符。";;
"00BC44A9/279/0";"You have entered a duplicate key. Please enter a unique identifier.";"您输入了一个重复的关键字。请输入一个唯一标识符。";;
"00BC44A9/280/0";"Edit &amp;Dictionary...";"编辑字典(&amp;D)...";;
"00BC44A9/281/0";"Tag Element";"标签元素";;
"00BC44A9/282/0";"Element %d";"元素 %d";;
"00BC44A9/283/0";"Container";"容器";;
"00BC44A9/284/0";"Form Xobject";"表单Xobect";;
"00BC44A9/285/0";"XObject:Image";"XObject：图像";;
"00BC44A9/286/0";"&amp;None";"无(&amp;N)";;
"00BC44A9/555/0";"None";"无";;
"00BC44A9/287/0";"Extracting page";"正在提取页面";;
"00BC44A9/288/0";"The requested role map already exists. Please choose another role map.";"所请求的角色映射已经存在。请选择其它角色进行映射。";;
"00BC44A9/289/0";"Field %d";"域 %d";;
"00BC44A9/290/0";"Pushbutton";"按钮";;
"00BC44A9/291/0";"Radio Button";"单选框";;
"00BC44A9/292/0";"Figure %d";"插图 %d";;
"00BC44A9/293/0";"Figures";"插图";;
"00BC44A9/294/0";"No alternate text exists.";"不存在可替代文本。";;
"00BC44A9/295/0";"Filename";"文件名";;
"00BC44A9/296/0";"Foxit PDF Editor cannot open the accessibility report. ";"福昕高级PDF编辑器不能打开辅助功能报告。 ";;
"00BC44A9/297/0";"Accessible Text (*.txt)|*.txt";"辅助文本 (*.txt)|*.txt";;
"00BC44A9/298/0";"OCR Suspects";"OCR疑似错误";;
"00BC44A9/299/0";"Unmarked Annotations";"未标记的标注";;
"00BC44A9/300/0";"Unmarked Comments";"未标记的注释";;
"00BC44A9/301/0";"Unmarked Content";"未标记的内容";;
"00BC44A9/302/0";"Unmarked Links";"未标记的链接";;
"00BC44A9/303/0";"XML 1.0 (*.xml)|*.xml";"XML 1.0 (*.xml)|*.xml";;
"00BC44A9/304/0";"Find completed";"完成查找。";;
"00BC44A9/305/0";"The selection was not found.";"未找到所选对象。";;
"00BC44A9/566/0";"Content marked as Artifact is present inside tagged content.";"标记为伪像的内容存在于标记内容内。";;
"00BC44A9/567/0";"Tagged content is present inside content marked as Artifact.";"标记的内容存在于标记为伪像的内容内。";;
"00BC44A9/568/0";"Content is neither marked as Artifact nor tagged as real content.";"内容既未标记为伪像，也未标记为真实内容。";;
"00BC44A9/569/0";"Suspects entry has a value of true.";"疑似条目的值为 true。";;
"00BC44A9/570/0";"One or more non-standard tag&apos;s mapping does not terminate with a standard type. NOTE: Although PDF/UA defines the nomenclature for heading levels above &amp;ltH6&amp;gt (&amp;ltHn&amp;gt), these are not standard structure types (as defined in ISO 32000-1) and therefore &amp;ltHn&amp;gt tags must (PDF/UA-1 7.1, paragraph 1) be role-mapped to a standard structure type. According to PDF/UA- 1, PDF/UA-conforming processors are expected to ignore such mappings and respect the heading level.";"一个或多个非标准标记的映射未以标准类型终止。注意：虽然 PDF/UA 定义了 &amp;ltH6&amp;gt (&amp;ltHn&amp;gt) 以上标题级别的命名法，但这些不是标准结构类型（如 ISO 32000-1 中定义），因此 &amp;ltHn&amp;gt 标签必须（PDF/UA-1 7.1，第 1 段）角色映射到标准结构类型。根据 PDF/UA-1，符合 PDF/UA 的处理器应忽略此类映射并尊重标题级别。";;
"00BC44A9/571/0";"A circular mapping exists";"存在循环映射";;
"00BC44A9/572/0";"One or more standard types are remapped.";"重新映射一种或多种标准类型。";;
"00BC44A9/573/0";"Document does not contain an XMP metadata stream";"文档不包含XMP元数据流";;
"00BC44A9/574/0";"The XMP metadata stream in the Catalog dictionary does not include the PDF/UA identifier.";"Catalog字典中的XMP元数据流不包含PDF/UA标识符。";;
"00BC44A9/575/0";"XMP metadata stream does not contain dc:title";"XMP 元数据流不包含 dc:title";;
"00BC44A9/576/0";"ViewerPreferences dictionary of the Catalog dictionary does not contain a DisplayDocTitle entry.";"Catalog 字典的 ViewerPreferences 字典不包含 DisplayDocTitle 条目。";;
"00BC44A9/577/0";"ViewerPreferences dictionary of the Catalog dictionary contains a DisplayDocTitle entry with a value of false.";"Catalog 字典的 ViewerPreferences 字典包含值为 false 的 DisplayDocTitle 条目。";;
"00BC44A9/578/0";"A table-related structure element is used in a way that does not conform to the syntax defined in ISO 32000-1, Table 337.";"与表相关的结构元素的使用方式不符合 ISO 32000-1 表 337 中定义的语法。";;
"00BC44A9/579/0";"A list-related structure element is used in a way that does not conform to Table 336 in ISO 32000-1.";"列表相关结构元素的使用方式不符合 ISO 32000-1 中的表 336。";;
